product_id,date,customer_id,quantity,price_paid,base_price,cost,transaction_count,day_of_year,day_of_week
52,2023-11-16 11:34:49.678171,4690,38,188.19661105063702,188.19661105063702,142.14583135756789,2,320,3
52,2023-11-16 11:34:49.678171,657,30,224.4668515507332,224.4668515507332,163.99291777159632,3,320,3
52,2023-11-16 11:34:49.682191,1068,29,226.77952240823097,226.77952240823097,146.60009188356074,3,320,3
52,2023-11-16 11:34:49.684016,1130,45,160.58883674285036,160.58883674285036,98.39261592199848,5,320,3
52,2023-11-16 11:34:49.684016,715,26,225.91731841386783,225.91731841386783,150.8920276716408,2,320,3
52,2023-11-16 11:34:49.685083,1879,24,284.88072341101486,284.88072341101486,187.54214178858362,3,320,3
52,2023-11-16 11:34:49.685083,5147,21,286.319893824977,286.319893824977,192.30769196852833,1,320,3
52,2023-11-16 11:34:49.685083,5775,22,304.09178101131937,304.09178101131937,191.07304024274063,3,320,3
52,2023-11-16 11:34:49.686080,1398,17,332.4910147200367,332.4910147200367,228.13180557212826,2,320,3
52,2023-11-16 11:34:49.687063,5958,36,176.64766311979616,176.64766311979616,125.873242446676,4,320,3
52,2023-11-16 11:34:49.690079,942,13,364.8776904623254,364.8776904623254,228.85926912616614,2,320,3
52,2023-11-16 11:34:49.690079,349,22,283.496043767,283.496043767,196.97042730659265,1,320,3
52,2023-11-16 11:34:49.691083,4276,17,341.18827106679214,341.18827106679214,246.48823497775658,5,320,3
52,2023-11-16 11:34:49.692256,2621,17,313.81386094736274,313.81386094736274,222.52001530369188,5,320,3
52,2023-11-16 11:34:49.701303,5222,20,321.9409126212158,321.9409126212158,256.96288789971055,3,320,3
52,2023-11-16 11:34:49.701303,5697,22,252.4060621149867,252.4060621149867,198.8657438556213,2,320,3
52,2023-11-16 11:34:49.701303,2691,21,317.26986612437787,317.26986612437787,219.98417600061896,3,320,3
52,2023-11-16 11:34:49.701303,3960,21,299.93741359315754,299.93741359315754,232.54876252167617,1,320,3
52,2023-11-16 11:34:49.701303,2619,17,344.40843774310304,344.40843774310304,254.41402567267127,2,320,3
52,2023-11-16 11:34:49.701303,2384,30,239.17419757165433,239.17419757165433,187.3914960657945,2,320,3
52,2023-11-16 11:34:49.701303,789,20,290.0288317197971,290.0288317197971,204.28190160126428,3,320,3
52,2023-11-16 11:34:49.701303,5310,9,395.2847047570676,395.2847047570676,255.16383866274188,1,320,3
52,2023-11-16 11:34:49.716224,5006,19,291.4568072878226,291.4568072878226,230.40482559427176,4,320,3
52,2023-11-16 11:34:49.716224,2068,16,347.6727971739197,347.6727971739197,237.99752107883197,3,320,3
52,2023-11-16 11:34:49.716224,1979,19,327.68079874751146,327.68079874751146,247.13522268409517,3,320,3
52,2023-11-16 11:34:49.717227,857,9,445.3337351784879,445.3337351784879,308.8644979085517,3,320,3
52,2023-11-16 11:34:49.717227,1358,24,278.72290407523184,278.72290407523184,195.93977976248658,2,320,3
52,2023-11-16 11:34:49.717227,5013,26,263.15773804181487,263.15773804181487,162.92816826834095,2,320,3
52,2023-11-16 11:34:49.717227,1576,18,335.9782290603676,335.9782290603676,258.04742842858934,2,320,3
52,2023-11-17 11:34:49.678171,3198,33,190.19982162763827,190.19982162763827,131.39487233745803,1,321,4
52,2023-11-17 11:34:49.678171,4050,36,200.48677306944788,200.48677306944788,151.83246479609787,2,321,4
52,2023-11-17 11:34:49.681193,4132,29,233.59400092331052,233.59400092331052,185.9029447239938,1,321,4
52,2023-11-17 11:34:49.682191,4413,33,223.59974539434208,223.59974539434208,140.99724983959356,3,321,4
52,2023-11-17 11:34:49.684016,4876,28,242.3732604659194,242.3732604659194,149.29870378271562,2,321,4
52,2023-11-17 11:34:49.684016,4898,37,219.24451445737617,219.24451445737617,143.65373688038264,1,321,4
52,2023-11-17 11:34:49.684016,2290,31,210.21718067200044,210.21718067200044,126.21665263867916,3,321,4
52,2023-11-17 11:34:49.684016,4294,41,203.57191989956584,203.57191989956584,149.8422682336964,3,321,4
52,2023-11-17 11:34:49.684016,5833,46,169.12484830875212,169.12484830875212,113.25926904173679,3,321,4
52,2023-11-17 11:34:49.684016,98,41,162.78703513714248,162.78703513714248,109.07847825122482,1,321,4
52,2023-11-17 11:34:49.686080,5671,24,259.8181789713794,259.8181789713794,180.20844217258832,3,321,4
52,2023-11-17 11:34:49.688079,5652,17,328.37644193959363,328.37644193959363,259.34118644314685,4,321,4
52,2023-11-17 11:34:49.689079,2247,18,340.1437042914409,340.1437042914409,269.47625730479695,3,321,4
52,2023-11-17 11:34:49.690079,5717,17,327.08281717177636,327.08281717177636,207.2034064505139,3,321,4
52,2023-11-17 11:34:49.695269,5292,28,238.37457834289344,238.37457834289344,147.27144833886186,2,321,4
52,2023-11-17 11:34:49.699285,4034,23,306.58395844332165,306.58395844332165,222.74067546485227,3,321,4
52,2023-11-17 11:34:49.699285,5371,23,273.4034392269176,273.4034392269176,185.4520922163968,2,321,4
52,2023-11-17 11:34:49.701303,5170,23,277.7200033933783,277.7200033933783,194.99489626271105,3,321,4
52,2023-11-17 11:34:49.701303,462,22,311.78385991207347,311.78385991207347,200.33278486525666,6,321,4
52,2023-11-17 11:34:49.701303,1565,19,272.38104948398063,272.38104948398063,177.96809989751483,1,321,4
52,2023-11-17 11:34:49.701303,5449,21,302.5128467674194,302.5128467674194,231.26730864956284,4,321,4
52,2023-11-17 11:34:49.701303,3738,20,327.63267584519446,327.63267584519446,254.7110917355577,5,321,4
52,2023-11-17 11:34:49.716224,4799,19,305.8073423521125,305.8073423521125,188.92385823208198,3,321,4
52,2023-11-17 11:34:49.716224,4433,27,251.22382023630448,251.22382023630448,172.10075840593012,1,321,4
52,2023-11-17 11:34:49.716224,4688,28,248.9270988218869,248.9270988218869,157.76976190060725,3,321,4
52,2023-11-17 11:34:49.717227,5594,36,178.97611811692644,178.97611811692644,125.36479465164064,2,321,4
52,2023-11-17 11:34:49.717227,3923,19,324.79200837778905,324.79200837778905,207.7352821618531,1,321,4
52,2023-11-17 11:34:49.717227,2193,28,249.96333838090948,249.96333838090948,175.6827054862621,3,321,4
52,2023-11-17 11:34:49.717227,5943,22,284.2575482947092,284.2575482947092,197.63949858370344,4,321,4
52,2023-11-17 11:34:49.717227,4336,11,356.34404627051146,356.34404627051146,233.12879708961844,3,321,4
52,2023-11-17 11:34:49.717227,2932,24,271.39267245614724,271.39267245614724,204.59006774281875,1,321,4
52,2023-11-17 11:34:49.717227,2483,21,327.0457663571469,327.0457663571469,225.56342166430863,1,321,4
52,2023-11-18 11:34:49.680192,5146,29,282.2236987783656,282.2236987783656,179.28776202305102,2,322,5
52,2023-11-18 11:34:49.681193,5398,56,158.05530143756232,158.05530143756232,103.25887245004729,2,322,5
52,2023-11-18 11:34:49.681193,5781,50,166.61999869650134,166.61999869650134,132.0578345878824,2,322,5
52,2023-11-18 11:34:49.681193,2807,30,248.21332730248974,248.21332730248974,153.6057205461012,5,322,5
52,2023-11-18 11:34:49.682191,5284,40,211.56955178607956,211.56955178607956,165.59079831412478,2,322,5
52,2023-11-18 11:34:49.685083,5966,32,257.7268455956768,257.7268455956768,158.48289662052144,2,322,5
52,2023-11-18 11:34:49.685083,4767,23,296.54110735102506,296.54110735102506,236.83132223744613,3,322,5
52,2023-11-18 11:34:49.689079,4652,24,325.99029727022196,325.99029727022196,239.39298338240914,3,322,5
52,2023-11-18 11:34:49.692256,4804,23,323.06061076138593,323.06061076138593,229.39332508224783,2,322,5
52,2023-11-18 11:34:49.692256,5425,21,309.80112630584205,309.80112630584205,212.56533796334455,3,322,5
52,2023-11-18 11:34:49.692256,5497,16,379.94525468641183,379.94525468641183,271.042784150482,1,322,5
52,2023-11-18 11:34:49.693288,4006,29,274.5167788125034,274.5167788125034,165.47731904926817,3,322,5
52,2023-11-18 11:34:49.693288,1541,25,265.94451630670835,265.94451630670835,161.424887035728,2,322,5
